PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
19.79,57.47,9.64,0.74,4.36,18.93,64,Satisfactory
31.52,77.37,6.09,0.71,3.46,23.99,69,Satisfactory
47.8,85.78,4.86,0.63,2.86,25.36,73,Satisfactory
58.97,153.53,9.45,0.69,3.85,18.99,133,Moderate
51.79,140.04,10.5,0.75,3.92,17.81,132,Moderate
29.06,104.61,9.14,0.69,3.55,18.23,112,Moderate
28.63,90.7,9.03,0.69,3.71,26.84,91,Satisfactory
42.29,129.74,9.54,0.64,3.72,30.89,110,Moderate
48.66,155.13,8.7,0.57,8.52,31.15,128,Moderate
54.53,157.09,8,0.88,3.55,29.18,140,Moderate
40.21,138.73,8.52,0.92,3.09,31.63,125,Moderate
27.42,104.51,6.89,1.31,3.42,34.72,119,Moderate
20.92,81.28,13.74,0.78,6.25,40.85,88,Satisfactory
30.1,96.19,14.15,0.76,1.95,37.46,93,Satisfactory
43.88,137.19,15.46,0.89,2.35,34.26,112,Moderate
44.86,144.69,14.56,0.84,2.63,36.17,138,Moderate
56.47,158.03,12.76,0.75,2.59,23.55,124,Moderate
20.96,75.37,4.88,0.84,2.72,29.63,106,Moderate
15.44,57.58,4.94,0.86,2.45,29.02,72,Satisfactory
92.14,196.87,8.35,0.63,5.91,41.86,167,Moderate
84.74,196.78,8.41,0.66,5.46,38.02,206,Poor
72.32,163.27,8.25,0.59,5.99,35.54,149,Moderate
67.71,106.21,8.47,0.69,5.01,38.8,131,Moderate
74.3,134.46,8.61,0.61,5.77,38.82,127,Moderate
104.43,152.02,8.4,0.63,5.03,40.73,252,Poor
52.81,112.14,8.31,0.58,5.9,42.01,134,Moderate
51.88,100.81,8.33,0.63,5.56,41.07,102,Moderate
62.72,124.43,8.56,0.58,6.65,41.84,114,Moderate
74.08,126.26,8.34,0.53,5.85,42.98,132,Moderate
72.53,138.75,8.3,0.48,5.72,42.48,134,Moderate
108.07,76.5,8.24,0.97,7.2,40.83,225,Poor
74.32,61.18,8.36,0.98,6.52,44.43,196,Moderate
66.86,67.01,8.69,0.74,6.42,41.35,113,Moderate
75.49,327.61,22.51,0.92,5.16,34.32,130,Moderate
99.15,331.54,8.55,1.56,6.51,23.58,254,Poor
48.66,179.33,8.57,1.26,6.14,20.8,200,Moderate
67.25,199.98,8.4,1.24,6.23,23.36,164,Moderate
61.84,194.06,9.97,1.8,6.29,33.48,174,Moderate
59.22,208.58,9.6,1.23,3.13,38.93,164,Moderate
54.7,175.81,29.71,2.1,6.52,32.46,148,Moderate
29.87,135.11,6.05,0.75,11.15,28.03,133,Moderate
83.88,340.65,13.99,2.82,7.38,34.24,221,Poor
39.78,171.73,15.08,0,7.19,46.14,154,Moderate
21.99,46.12,16.14,1.34,12.55,24.31,86,Satisfactory
57.96,119.11,9.12,0.16,10.6,37,101,Moderate
51.58,109.11,9.3,0.18,7.1,40.35,107,Moderate
41.99,92.76,9.2,0.46,6.03,38.63,95,Satisfactory
43.36,87.53,9.17,0.15,9.03,38.7,93,Satisfactory
52.64,68.71,10.8,0.23,7.33,25.46,88,Satisfactory
28.48,46.52,10.06,0.47,7.25,30.39,81,Satisfactory
28.43,47.3,9.41,0,3.1,29.37,49,Good
22.09,41.49,9.35,0,2.67,34.97,49,Good
24.9,53.83,8.82,0,3.84,40.09,55,Satisfactory
26.85,65.56,8.06,0.41,9.02,27.54,67,Satisfactory
27.89,60.21,5.99,0.42,6.07,30.64,64,Satisfactory
25.89,27.13,6.06,0.34,3.75,34.04,54,Satisfactory
23.24,40.44,6.02,0.36,4.05,39.98,50,Good
24.15,48.14,5.21,0.37,3.71,38.48,74,Satisfactory
28.38,51.05,4.85,0.37,3.45,31.95,54,Satisfactory
14.82,31.86,4.83,0.13,3.45,27.37,50,Good
19.92,37.9,12.06,1.01,8.09,32.38,42,Good
41.99,143.94,29.28,0.01,5.58,18.68,115,Moderate
59.95,182.15,29.53,0,5.17,18.41,145,Moderate
48.96,144.84,23.73,0,6.21,22.47,137,Moderate
61.79,184.57,24.41,0.01,6.63,21.24,152,Moderate
37.17,106.31,26.8,0,6.35,20.92,119,Moderate
42.12,120.38,27.04,0.01,6.02,22.48,107,Moderate
48.55,138.69,26.26,0,5.78,25.03,124,Moderate
45.78,130.79,28.65,0,5.84,15.61,122,Moderate
57.31,175.25,26.18,0.02,5.98,21.27,138,Moderate
57.94,171.82,20.66,0,6.3,24.7,144,Moderate
49.3,143.96,22.59,0.01,6.08,21.03,140,Moderate
116.63,306.18,21.4,0,6.32,19.98,251,Poor
33.74,87.84,21.19,0.01,6,15.41,137,Moderate
48.76,139.29,27.79,0,6.47,14.1,112,Moderate
27.22,102.81,32.62,0,5.88,11.15,124,Moderate
73.92,213.3,43.28,0.32,19.13,11.34,146,Moderate
96.85,215.67,32.62,1.13,9.91,30.02,237,Poor
60.41,112.53,38.15,0.81,3.2,27.13,124,Moderate
54.89,157.76,38.02,0.01,3.8,26.42,114,Moderate
62.42,178.25,34.95,0,3.59,22.36,158,Moderate
33.74,96.43,37.24,0,2.31,17.17,120,Moderate
48.16,128.53,29.8,0.01,8.56,24.92,117,Moderate
52.3,139.23,27.98,0.01,0.71,19.59,125,Moderate
93.43,147.22,28.7,0.01,5.36,14.99,140,Moderate
112.18,162.8,34.1,0,6.94,11.73,306,Very Poor
63.86,142.12,33.08,0.01,4.71,16.83,135,Moderate
65.15,144.93,33.27,0.01,3.23,21.4,130,Moderate
62.87,139.7,31.37,0,7.56,20.76,135,Moderate
62.95,140.07,36.7,0.01,5.91,16.61,125,Moderate
53.8,123.95,33.28,0.01,9.49,23.99,101,Moderate
76.21,168.2,26.18,0.02,7.11,23.88,115,Moderate
61.69,137.47,33.08,0.01,4.06,19.18,127,Moderate
69.19,153.63,37.59,0.01,6.2,16.57,131,Moderate
54.54,121.13,41.71,0.01,3.5,14.76,131,Moderate
23.84,52.99,40.65,0.01,3.75,15.1,94,Satisfactory
34.41,76.5,39.35,0.01,0.87,14.24,91,Satisfactory
43.93,100.62,30.82,0.02,6.34,16.43,99,Satisfactory
61.91,138.56,31.59,0.02,4.16,15.63,118,Moderate
72.97,163.05,35.39,0.01,4.08,13.45,138,Moderate
81.51,181.02,37.44,0.01,2.73,15.76,160,Moderate
56.93,126.56,35.26,0.02,4.48,15.72,143,Moderate
62.09,138.1,29.75,0.02,2.4,16.41,126,Moderate
64.23,141.23,22.13,0.01,2.07,9.64,149,Moderate
74.91,178.86,24.35,0.01,1.32,10.14,144,Moderate
72.08,160.38,27.11,0.01,1.97,9.16,154,Moderate
70.27,155.08,27.48,0.01,4.17,4.93,131,Moderate
78.42,186.41,33.79,0.05,2.98,5.43,184,Moderate
92.38,205.42,21.67,0.17,2.87,9.65,170,Moderate
77.42,171.98,19.65,0.05,3.41,6.05,176,Moderate
45.44,100.89,27.8,0.01,3.54,5.79,131,Moderate
34.45,76.48,32.28,0,3.49,5.19,81,Satisfactory
28.29,62.82,29.28,0,2.33,5,77,Satisfactory
14.54,32.35,31.28,0,1.61,5.47,70,Satisfactory
24.39,55.75,27.86,0,1.83,5.24,69,Satisfactory
27.89,61.97,25.9,0.02,2.92,8.92,64,Satisfactory
37.34,88.8,21.51,0.04,3.2,9.01,75,Satisfactory
45.99,102.22,25.32,0.03,2.85,8.68,98,Satisfactory
69.5,159.89,28.99,0,3.76,4.87,101,Moderate
52.22,115.98,24.15,0,3.48,8.24,118,Moderate
27.56,61.73,36.82,0,2.83,5.6,83,Satisfactory
73.78,119.03,23.99,0,,5.35,142,Moderate
44.72,98.2,26.97,0,,4.54,122,Moderate
34.14,73.32,24.26,0,,4.84,76,Satisfactory
58.49,104.54,21.57,0,,8.94,90,Satisfactory
56.89,94.19,22.23,0,,5.5,98,Satisfactory
70.78,114.9,22.67,0,,4.99,113,Moderate
33.66,52.12,16.6,0,,6.87,83,Satisfactory
34.5,50.39,13.56,0,,7.77,58,Satisfactory
40.16,68.34,15.32,0,,4.31,62,Satisfactory
47.96,88.1,13.39,0,,8.42,84,Satisfactory
67.94,156.16,14.99,0,,9.61,113,Moderate
48.54,154.64,15.21,0,,12.19,146,Moderate
82.06,113.3,14.76,0,,7.35,154,Moderate
45.96,60.92,14.65,0,,8.81,98,Satisfactory
30.86,53.32,12.28,0,,18.45,71,Satisfactory
36.56,73.1,15.88,0,,8.52,59,Satisfactory
72.25,152.76,18.54,0,,9.73,126,Moderate
41.63,133.64,18.15,0.01,4.66,16.8,132,Moderate
72.66,138.2,19.13,0.01,7.15,12.12,121,Moderate
47.29,84.07,16.36,0.01,3.85,9.04,119,Moderate
21.95,46.79,15.49,0.01,10.4,26.48,85,Satisfactory
35.6,79.37,13.73,0.36,2.58,23.62,74,Satisfactory
46.13,113.27,19.22,0.43,,31.78,111,Moderate
74.7,125.2,13.91,0.46,,30.3,135,Moderate
44.85,82.82,7.4,0.72,,21.07,96,Satisfactory
37.6,67.05,24.41,0.6,,33,77,Satisfactory
67.44,106.6,7.98,0.86,,32.44,99,Satisfactory
37.63,63.42,10.68,0.67,2.35,27.01,85,Satisfactory
38.35,110.64,16.64,0.5,51.84,33.26,109,Moderate
30.74,80.8,16.64,0.89,62.24,37.59,97,Satisfactory
43.75,100.92,28.21,0.87,36.35,30.69,97,Satisfactory
74.98,145.44,69.8,0.94,7.94,33.14,114,Moderate
59.63,118.65,64.12,1.03,14.18,27.67,147,Moderate
65.93,129.11,38.61,0.97,45.27,29.9,119,Moderate
54.21,110.82,72.44,1.29,67.26,29.01,120,Moderate
84.41,144.68,29.71,0.83,32.97,27.53,147,Moderate
97.06,176.04,31.61,0.96,14.65,33.36,198,Moderate
93.87,135.68,15.08,1.07,27.27,19.58,244,Poor
37.95,76.21,18.64,0.79,26.86,20.99,116,Moderate
90.72,142.79,12.11,1.03,26.99,19.67,174,Moderate
36.44,63.95,10.57,0.82,4.84,25.14,99,Satisfactory
69.3,135.22,9.09,0.8,26.79,19.53,112,Moderate
34.17,70.38,39.57,0.66,11.66,18.37,101,Moderate
38.31,96.81,14.91,0.73,16.1,12.17,99,Satisfactory
31.87,61.91,9.74,1.06,20.38,19.92,76,Satisfactory
49.54,105.25,9.31,0.9,22.3,26.86,100,Satisfactory
37.44,95.69,10.04,0.84,13.1,26.11,102,Moderate
46.62,98.1,30.3,0.76,23.13,25.32,90,Satisfactory
58.24,114.75,47.67,1.09,25.23,26.95,106,Moderate
38.7,93.26,63.38,0.76,12.84,19.33,108,Moderate
26.47,62.35,11.18,0.91,17.6,20.92,79,Satisfactory
22.15,55.39,8.36,0.89,16.45,25.08,71,Satisfactory
34.8,75.58,8.64,1,17.25,25.44,77,Satisfactory
32.11,71.02,13.58,0.99,15.4,25.75,77,Satisfactory
38.02,79.34,32.18,0.86,25.47,26.91,81,Satisfactory
43.03,101.54,22.68,1.42,24.33,26.36,100,Satisfactory
57.3,130.38,27.38,0.94,33.42,30.14,123,Moderate
55.89,132.32,20.02,1.19,21.88,31.89,122,Moderate
58.44,141.53,13.55,0.84,25.04,31.93,121,Moderate
49.65,120.56,11.27,1.2,19.91,22.67,124,Moderate
63.82,181.11,10.54,0.39,14.4,24.17,135,Moderate
38.14,123.69,7.91,0.58,6.54,31.2,148,Moderate
51.45,115.44,9.43,0.68,16.63,27.17,104,Moderate
46.72,88.35,9.22,0.53,12.95,40.67,103,Moderate
35.52,68.81,9.41,0.7,22.39,38.58,79,Satisfactory
39.76,97.33,9.65,0.86,19.92,28.88,90,Satisfactory
39.17,86.77,10.66,1.09,20.21,25.17,94,Satisfactory
34.67,95.14,10.5,0.73,21.96,31.75,98,Satisfactory
50.27,146.22,22.83,0.69,22.77,24.11,113,Moderate
52.25,116.06,13.75,0.62,9.37,30.66,122,Moderate
40.12,96.78,11.14,0.55,15.21,30.7,101,Moderate
41.37,96.26,10.38,0.61,35.25,32.36,98,Satisfactory
71.78,157.84,11.13,1.17,33.19,19.86,126,Moderate
44.71,79.43,10.76,0.79,9.81,26.84,106,Moderate
62.47,113.81,11.16,0.78,9.02,22.76,104,Moderate
52.47,124.04,9.73,0.56,5.29,23.74,91,Satisfactory
55.22,177.85,8.66,0.76,18.32,24.29,153,Moderate
31.45,79.17,8.29,0.84,6.59,19.06,121,Moderate
22.63,78.34,11.89,1.01,13.58,23.74,81,Satisfactory
30.66,93.25,16.42,0.77,13.33,25.78,94,Satisfactory
30.83,111.52,8.14,0.75,12.05,18.98,100,Satisfactory
20.91,79.27,8.09,0.77,9.28,9.78,96,Satisfactory
16.57,50.38,7.71,0.59,6.39,15.03,65,Satisfactory
24.92,72.1,8.78,0.42,5.53,22.65,66,Satisfactory
22.93,102.56,10.12,0.29,11.97,32.73,100,Satisfactory
39.66,110.23,10.55,0.72,12.92,25.16,94,Satisfactory
39.39,148.72,10.47,0.43,9.23,23.02,127,Moderate
34.2,121.47,10.6,0.37,10.98,31.58,126,Moderate
38.51,95.89,10.58,0.49,12.69,25.22,93,Satisfactory
35.45,85.48,10.73,0.46,7.28,28.92,86,Satisfactory
39.52,101.22,10.62,0.38,6.6,17.15,98,Satisfactory
39.29,104.66,10.8,0.38,6.95,15.28,105,Moderate
15.97,45.06,10.65,0.47,5.66,14.08,77,Satisfactory
33.24,67.52,10.16,0.37,6.76,15.75,73,Satisfactory
23.68,49.41,8.8,0.59,2.13,17.59,59,Satisfactory
38.8,110.12,9.07,0.47,5.1,25.15,67,Satisfactory
25.52,67.57,9.21,0.45,1.71,36.79,69,Satisfactory
52.38,135.9,16.7,0.34,7.4,23.79,89,Satisfactory
60.87,154.12,27.4,0.24,7.78,23.29,146,Moderate
48.44,135.54,25.05,0.48,4.99,21.32,110,Moderate
50.87,122.29,15.78,0.3,5.78,28.65,142,Moderate
24.63,44.26,26.07,0.2,4.37,26.3,60,Satisfactory
41.52,67.16,18.92,0.32,5.2,22.48,51,Satisfactory
32.36,55.29,10.18,0.3,7.66,16.87,73,Satisfactory
24.46,48.21,10.4,0.29,8.03,19.29,52,Satisfactory
31.59,62.79,20.49,0.39,5.37,18.33,53,Satisfactory
29.65,57.49,14.02,0.4,4.57,20.27,64,Satisfactory
36.65,64.81,11.3,0.53,8,18.76,61,Satisfactory
34.1,60.06,10.68,0.47,17.74,22.13,60,Satisfactory
43.15,76.76,10.4,0.31,11.1,16.24,71,Satisfactory
48.85,74.56,9.49,0.17,12.12,22.14,75,Satisfactory
43.72,69.77,9.53,0.38,15.18,27.31,79,Satisfactory
28.22,53,9.31,0.27,12.54,21.49,70,Satisfactory
24.73,49.38,9.94,0.5,11.8,14.03,46,Good
27.5,48.96,10.97,0.43,15.86,16.11,55,Satisfactory
26.73,47.19,13.84,0.63,16.16,7.2,55,Satisfactory
29.12,48.46,14.06,0.26,14.42,9.09,51,Satisfactory
25.95,51.61,14.3,0.08,11.39,13.14,48,Good
17.41,41.49,9.96,0.35,12.07,14.03,47,Good
23.92,45.63,10.22,0.51,21.06,11.71,47,Good
16.58,37.38,9.41,0.1,9.62,18.66,42,Good
24.34,49.36,9.82,0.54,5.44,16.52,45,Good
41.6,63.19,9.07,0.54,5.36,13.28,67,Satisfactory
31.11,54.02,9.13,0.24,4.81,10.51,59,Satisfactory
33.02,56.3,9.18,0.28,5.25,16.48,56,Satisfactory
27.95,50.61,8.96,0.5,5.53,17.22,52,Satisfactory
27.18,64.55,8.96,0.48,2.96,14.03,61,Satisfactory
21.42,44.31,9.28,0.15,5.62,12,54,Satisfactory
21.94,49.35,9.3,0.51,7.89,13.87,43,Good
27.52,52.67,9,0.49,4.6,14.89,53,Satisfactory
32.26,59.32,9.02,0.27,7.12,12.27,54,Satisfactory
20.54,44.11,8.87,0.28,6.38,14.61,53,Satisfactory
23.62,49.13,9.02,0.76,5.33,10.8,50,Good
23.28,50.89,9.19,0.62,5.42,10.12,58,Satisfactory
22.43,46.17,9.19,0.57,5.57,10.14,50,Good
19.43,39.75,9.19,0.42,6.13,14.29,44,Good
11.69,37.87,9.19,0.56,9.05,16.87,39,Good
16.58,35.71,9.16,0.29,6.64,18.05,45,Good
25.06,53.57,9.19,0.53,6.39,24.63,48,Good
42.78,75.93,9.07,0.29,6.24,25.9,68,Satisfactory
34.69,70.15,8.91,0.22,6.12,22.01,77,Satisfactory
34.9,72.3,8.83,0.24,9,28.31,69,Satisfactory
42.01,80.46,8.87,0.28,5.79,24.41,77,Satisfactory
36.3,63.21,9.14,0.55,6.49,18.33,68,Satisfactory
44.57,73.97,8.95,0.18,8.7,19.26,84,Satisfactory
35.47,62.21,9.47,0.3,5.48,20.87,64,Satisfactory
37.27,62.08,11.54,0.47,6.96,18.45,60,Satisfactory
42.27,66.27,19.49,0.61,6.46,19.43,70,Satisfactory
41.31,67.58,8.82,0.38,5.8,17.12,80,Satisfactory
29.85,53.6,8.92,0.57,9.33,15.45,54,Satisfactory
41.67,71.05,8.81,1.49,21.08,29.75,79,Satisfactory
43.4,142.24,8.81,0.82,5.98,34.02,144,Moderate
20.82,36.97,8.81,0.68,5.7,21.35,64,Satisfactory
32.17,53.74,8.81,0.94,6.19,13.45,55,Satisfactory
32.83,58.77,8.77,1,6.3,13.84,70,Satisfactory
28.54,56.86,12.06,0.84,5.78,14.57,68,Satisfactory
38.61,76.3,16.01,1.17,7.33,17.04,70,Satisfactory
39.22,75.57,11.7,0.94,9.5,14.2,81,Satisfactory
41.36,79.85,11.2,0.3,9.68,15.6,77,Satisfactory
40.96,75.26,10.7,0.86,9.26,19.2,79,Satisfactory
35.44,63.1,10.91,1.13,12.01,29.03,84,Satisfactory
45.56,70.58,14.37,1.52,16.32,19.24,103,Moderate
42.86,69.71,10.58,0.67,7.64,22.4,85,Satisfactory
33.95,61.35,17.21,0.47,12.85,24.2,79,Satisfactory
37.32,65.85,11.66,0.09,15.59,28.21,56,Satisfactory
43.51,74.09,10.94,0.35,12.01,26.59,75,Satisfactory
31.24,54.09,11.3,1.37,15.55,23.48,91,Satisfactory
27.76,52.71,11.15,1.29,20.75,24.46,97,Satisfactory
33.91,61.33,11.05,1.42,43.86,21.75,90,Satisfactory
46.92,76.58,10.93,0.69,41.56,36.57,87,Satisfactory
29.63,55.14,10.91,0.51,6.26,32.18,66,Satisfactory
29.2,55.32,10.56,0.6,10.52,27.3,61,Satisfactory
60.23,82.57,10.91,1.17,20.53,25.56,87,Satisfactory
78.08,97.22,10.88,0.96,10.46,13.97,146,Moderate
35,62.07,10.44,0.81,13.46,11.17,96,Satisfactory
21.75,50.58,10.49,0.68,8.25,11.7,60,Satisfactory
12.58,41.81,10.51,0.57,9.96,14.39,63,Satisfactory
16.26,48.02,10.54,0.56,16.98,11.52,48,Good
18.15,51.03,10.58,0.62,21.48,15.92,57,Satisfactory
27.76,65.44,10.66,0.82,49.41,18.07,67,Satisfactory
28.07,69.46,10.32,0.58,10.21,21.01,84,Satisfactory
24,51.78,10.56,0.09,6.6,15.08,55,Satisfactory
30.18,54.28,10.3,0.21,4.8,27.04,60,Satisfactory
66.88,95.67,12.09,0.32,4.7,39.06,86,Satisfactory
34.53,75.78,11.41,0.23,3.05,36.75,94,Satisfactory
48.2,73.6,11.35,0.28,1.51,35.6,132,Moderate
47.82,71.06,12.56,0.33,4.19,32.11,81,Satisfactory
36.76,64.47,11.64,0.31,1.64,42.89,77,Satisfactory
38.85,74,11.53,0.39,11.45,18.75,94,Satisfactory
22.66,54.08,11.53,0.63,9.21,20.6,58,Satisfactory
42.86,107.14,11.51,0.52,7.06,24.61,87,Satisfactory
62.48,136.27,11.51,0.54,7.47,27.11,110,Moderate
80.27,181.64,14.51,0.54,12.37,22.51,147,Moderate
96.33,172.08,18.14,0.46,13.85,16.81,227,Poor
84.31,132.9,11.56,0.36,13.78,22.45,179,Moderate
90.71,135.6,13.12,0.87,15.28,19.52,198,Moderate
107.98,161.15,8.57,0.56,15.87,19.54,234,Poor
116.05,181.67,9.11,0.79,17.71,19.78,212,Poor
249.1,303.33,19.85,0.31,34.17,17.9,399,Very Poor
111.47,189.73,10.03,0.46,11.65,18.13,309,Very Poor
127.13,245.27,9.78,0.57,13.88,21.7,247,Poor
139.65,226.33,10.01,0.31,10.92,16.02,321,Very Poor
154.49,235.28,9.94,0.37,19.27,15.38,313,Very Poor
110.95,181.95,9.91,0.52,10.06,11.35,313,Very Poor
155.83,305.4,10.98,0.34,9.75,14.51,302,Very Poor
104.21,207.47,10.64,0.71,12.97,12.72,288,Poor
97.09,186.99,32.85,0.53,10.5,16.23,261,Poor
137.13,221.46,9.95,0.48,10.68,18.85,254,Poor
34.94,71.87,9.95,0.55,8.74,15.72,212,Poor
24.18,61.24,10.04,0.8,10.71,16.33,54,Satisfactory
42.84,81.33,10.04,0.78,9.2,12.92,72,Satisfactory
84.92,143.08,10.24,0.41,10.17,22.42,140,Moderate
84.63,158.85,10.25,0.8,11.04,27.87,160,Moderate
168.71,313.31,10.31,0.78,12.55,19.71,285,Poor
189.44,339.69,10,0.48,16.3,15.22,358,Very Poor
148.61,260.33,10.09,0.56,20.51,10.01,334,Very Poor
103.87,180.68,10,0.65,29.92,9.71,317,Very Poor
86.49,164,9.91,0.36,13.01,11.08,259,Poor
42.18,105.92,10.01,0.66,7.93,16.02,110,Moderate
101.44,190.56,10.01,0.65,11.37,20.02,162,Moderate
147.55,263.97,10,0.56,11.86,12.65,322,Very Poor
91.41,253.95,9.98,0.47,13.04,13.14,235,Poor
112.55,180.08,9.99,0.66,18.42,10.24,280,Poor
57.31,122.03,10.01,0.59,13.92,7.19,157,Moderate
24.07,59.83,9.99,0.67,8.75,13.37,85,Satisfactory
32.98,88.49,9.99,0.67,10.45,16.72,74,Satisfactory
39.29,146.1,9.99,0.48,10.74,16.08,108,Moderate
30.77,80.76,10.03,0.48,16.2,13.5,113,Moderate
31.91,46.08,10.02,0.63,14.87,11.14,64,Satisfactory
25.36,39.49,9.85,0.65,12.42,11.47,44,Good
26.37,51.37,10.32,0.74,13.18,15.19,47,Good
41.64,69.84,10.15,0.64,8.22,19.66,60,Satisfactory
60.29,99.83,10.06,0.71,8.9,24.19,89,Satisfactory
84.89,137.8,9.93,0.5,9.17,26.53,145,Moderate
87.69,140.27,10.05,0.59,10.68,22.89,183,Moderate
90.75,145.52,10.6,0.16,13.24,23.74,220,Poor
66.85,103.82,13.89,0.5,9.82,21.56,147,Moderate
54.62,84.09,11.54,0.24,11.64,17.87,106,Moderate
74.16,111.95,10.78,0.82,18.45,17.24,121,Moderate
67,114.79,12.9,0.74,12.39,20.02,123,Moderate
103.57,162.16,15.08,0.7,12.35,19,187,Moderate
128.64,202.77,14.02,0.66,10.06,19.17,291,Poor
86,132.04,12.72,0.54,13.79,17.99,245,Poor
28.77,44.31,12.31,0.72,4.02,13.14,186,Moderate
24.95,35.96,14.74,0.77,4.81,16.97,43,Good
39.26,47.36,13.75,0.71,7.47,16.45,59,Satisfactory
30.72,38.24,11.28,0.64,6.67,22,58,Satisfactory
41.03,51.31,12.41,0.81,5.42,24.54,55,Satisfactory
49.45,64.66,13,0.65,5.64,23.2,74,Satisfactory
58.96,85.25,14.96,0.72,6.09,24.27,95,Satisfactory
63.18,80.52,12.09,0.68,5.98,19.51,107,Moderate
108.34,125.24,11.94,0.62,7.66,20.05,171,Moderate
52.95,69.41,13.09,0.63,6.56,26.89,184,Moderate
62.11,84.25,12.12,0.61,5.04,23.21,96,Satisfactory
69.27,101.77,13.24,0.53,7.18,23.26,108,Moderate
97.42,128.35,9.83,0.64,7.05,32.52,210,Poor
52.73,76.1,10.53,0.74,6.27,48.65,141,Moderate
58.57,84.32,10.62,0.8,6.96,46.13,91,Satisfactory
77.3,105.41,10.73,0.73,11.3,53.99,126,Moderate
80.31,106.95,10.78,0.64,11.47,66.65,156,Moderate
80.8,107.95,10.88,0.75,10.01,66.7,193,Moderate
71.17,97.83,10.78,0.4,7.65,31.33,155,Moderate
71,98.3,10,0.59,8.42,24.9,111,Moderate
94.38,137.93,10.38,0.42,15.79,40.21,184,Moderate
80.8,115.13,10.44,0.3,12.54,7.82,196,Moderate
78.22,110.89,10.03,0.62,11.43,27,160,Moderate
96.86,134.78,10.02,0.11,8.12,36.13,221,Poor
65.12,95.22,9.67,0.28,11.92,32.48,156,Moderate
33.39,47.36,10.43,0.6,6.75,38.56,88,Satisfactory
36.74,46.3,9.77,0.57,7.53,8.63,58,Satisfactory
24.14,31.7,10.12,0.62,6.32,22.11,46,Good
56.17,80.34,10.05,0.68,20.5,23.77,66,Satisfactory
55.79,76.73,9.74,0.47,6.87,39.56,103,Moderate
55.64,80.28,10.19,0.73,10.87,36.72,87,Satisfactory
44.56,73.05,9.99,0.8,17.99,17.71,87,Satisfactory
47,61.51,10.01,0.4,6.24,25.62,74,Satisfactory
31.25,83.72,9.89,0.66,6.54,20.19,64,Satisfactory
64.93,108.1,10.17,0.68,7.84,15.94,111,Moderate
37.05,69.74,10.04,0.63,15.16,22.56,98,Satisfactory
21.05,40.05,10.07,0.8,7.78,39.9,63,Satisfactory
27.42,50.66,10.01,0.73,7.05,40.09,63,Satisfactory
43.96,77.9,9.93,0.6,8.46,43.35,70,Satisfactory
71.6,130.66,10.17,0.7,11.04,43.22,108,Moderate
45.03,82.9,10.69,0.73,15.78,38.27,107,Moderate
61.56,94,10.77,0.64,11.17,32.32,90,Satisfactory
42.4,55.89,10.82,0.64,10.61,23.37,96,Satisfactory
20.48,36.13,10.7,0.98,6.87,28.73,55,Satisfactory
27.36,57.69,10.35,0.55,6.8,31.21,60,Satisfactory
21.43,139.43,10.15,0.47,9.95,27.1,102,Moderate
67.56,103.84,21,0.49,6.95,37.74,111,Moderate
55.53,94.4,12.2,0.54,7.43,33.11,99,Satisfactory
74.16,128.7,11.48,0.46,8.99,39.2,121,Moderate
62.25,102.49,13.47,0.33,7.3,41.35,124,Moderate
92.15,166.94,11.59,0.9,9.69,43.9,152,Moderate
113.54,160.38,11.18,0.21,10.05,42.74,282,Poor
63.68,115.75,10.13,1.03,7.86,42.74,144,Moderate
84.93,187.15,10.4,0.3,9.07,35.77,190,Moderate
38.88,136.28,13.17,0.5,2.5,37.25,133,Moderate
42.33,117.43,11.27,0.76,10.04,35.09,112,Moderate
33.14,100.08,10.48,0.66,8.33,39.73,107,Moderate
41.33,123.92,10.41,0.78,10.64,43.24,106,Moderate
69.4,154.93,10.43,0.44,10.13,45.83,132,Moderate
66.39,145.96,11.42,0.87,9.98,45.62,139,Moderate
59.59,144.61,11.48,0.74,11.15,50.25,128,Moderate
58.55,134.7,13.05,0.76,9.63,32.13,121,Moderate
71.27,156.66,14.77,0.31,9.85,30.07,134,Moderate
58.17,133.37,13.89,1.33,7.4,27.53,127,Moderate
67.24,142.34,11.73,0.64,11.92,29.72,128,Moderate
26.4,83.14,12.31,0.62,11.35,30.35,108,Moderate
22.15,83.69,12.55,0.83,21.92,29.65,76,Satisfactory
32.33,97.38,11.96,0.78,9.91,29.66,92,Satisfactory
33.46,103.81,11.38,0.61,10.78,30.09,101,Moderate
55.5,135.96,10.82,0.44,13.85,32.2,118,Moderate
22.09,74.89,11.96,0.72,14.65,30.07,97,Satisfactory
17.61,61.51,11.14,0.74,11.49,27.23,68,Satisfactory
17,61.08,11.2,0.82,8.51,29.45,59,Satisfactory
25.44,77.68,11.41,0.82,11.62,30.24,70,Satisfactory
20.71,72.89,11.81,0.82,6.74,32.77,75,Satisfactory
43.24,115.85,12.66,0.73,9.44,34.08,96,Satisfactory
40.15,107.64,13.18,0.62,8.1,30.16,107,Moderate
17.08,70.36,11.62,0.78,8.52,36.31,72,Satisfactory
21.05,70.22,11.98,0.7,12.75,32.14,69,Satisfactory
25.65,83.27,12.99,0.73,21.74,32.95,79,Satisfactory
38.07,106.34,12.39,0.68,9.82,33.3,95,Satisfactory
41.78,109.94,10.31,0.72,9.56,31.27,106,Moderate
