PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
28.16,12.78,17.33,30.1,1.15,6.32,15.54,78,Satisfactory
27.63,13.25,17.66,30.91,1.09,7.29,13.71,83,Satisfactory
28.58,11.29,15.78,27.01,1.1,5.72,17.25,89,Satisfactory
35.6,9.47,14.37,23.55,0.87,7.7,23.51,65,Satisfactory
86.21,10.83,13.34,24.03,0.79,15.54,26.27,167,Moderate
35.2,12.3,15.35,27.64,0.99,17.81,22.85,85,Satisfactory
55.01,13.88,17.64,30.82,1.03,12.25,21.38,72,Satisfactory
59.06,14.79,18.17,30.88,0.99,14.09,24.89,128,Moderate
49.98,11.95,21.91,31.42,0.94,8.6,20.71,96,Satisfactory
74.73,11.44,16.56,25.77,1.14,6.03,25.98,133,Moderate
70.81,11.21,20.53,28.01,1.22,10.87,23.79,137,Moderate
82.59,10.61,17.52,25.69,1.06,12.87,28.45,155,Moderate
92.17,10.36,19.12,26.84,1.23,11.44,31.5,185,Moderate
111.04,11.08,22.32,30.73,1.19,10.76,46.49,231,Poor
84.77,9.62,21.1,29.59,1.01,12.45,36.28,210,Poor
47.01,9.26,16.54,24.8,0.99,10.97,25.99,135,Moderate
17.03,9.44,14.07,22.92,0.98,12.81,16.2,68,Satisfactory
28.73,11.09,16.46,26.96,1,8.51,13.6,71,Satisfactory
31.8,12.3,15.57,27.07,0.99,8.95,12.32,78,Satisfactory
22.03,10.28,13.35,23.22,1.03,13.48,18.24,70,Satisfactory
42.81,9.43,15.15,23.8,1.09,8.75,19.48,72,Satisfactory
20.36,9.54,13.69,22.53,0.88,7.71,14.62,65,Satisfactory
19.76,11.59,17.85,28.68,0.92,9.4,15.4,60,Satisfactory
47.76,10.19,18.11,27.7,1,7.81,28.75,70,Satisfactory
92.89,10.97,21.25,31.62,0.94,6.77,37.14,162,Moderate
112.05,10.69,18.89,28.95,0.95,6.22,37.01,234,Poor
81.75,11.61,24.37,35.11,1.05,6.7,46.88,211,Poor
65.56,11.48,22.07,32.76,1.24,7.59,43.13,141,Moderate
61.8,10.68,20.05,30.02,0.94,7.35,34.91,123,Moderate
46.73,9.87,18.07,27.3,0.87,6.72,35.7,90,Satisfactory
47.84,10.57,18.47,28.31,0.91,10.09,26.2,79,Satisfactory
54.15,11.52,19.72,30.54,0.85,14.74,25.18,96,Satisfactory
23.09,9.79,16.96,26.02,0.82,10.53,22.14,74,Satisfactory
30.61,10.09,17.89,26.81,1.09,8.84,26.18,67,Satisfactory
23,10.71,17.59,27.4,0.98,8.25,15.45,80,Satisfactory
31.74,11.82,17.71,28.85,1.16,8.29,27.94,86,Satisfactory
47.92,10.65,17.19,27.19,1.03,7.77,25.65,87,Satisfactory
85.53,10.88,16.76,26.96,1.06,8.44,27.6,129,Moderate
98.92,8.91,16.05,24.43,1.06,7.98,30.72,221,Poor
98.35,8.72,14.89,23.02,1.05,8.5,32.88,224,Poor
95.16,9.63,16.81,25.93,1.39,9,27.31,222,Poor
84.65,10.78,19.54,29.71,1.13,11.76,25.82,196,Moderate
86.54,14.93,23.86,37.55,1.04,12.46,30.5,195,Moderate
51.85,11.78,20.16,31.05,1.05,12.84,23.49,154,Moderate
52.68,10.47,19.97,29.69,1.08,8.68,24.09,86,Satisfactory
87,8.19,16.49,23.66,0.94,9.89,48.79,149,Moderate
55.49,8.6,14.61,22.21,0.77,8.78,46.55,155,Moderate
52.86,9.28,17.97,26.53,1.17,10.81,49.14,89,Satisfactory
73.87,10.86,19.64,29.8,1.1,13.49,24.64,148,Moderate
28.98,8.89,15.74,23.98,0.97,13.94,19.24,90,Satisfactory
48.11,9.6,16.31,24.8,0.99,10.77,21.85,78,Satisfactory
38.97,9.16,15.8,24.41,0.94,9.74,27.3,81,Satisfactory
48.35,8.72,15.84,23.85,0.84,8.34,34.56,82,Satisfactory
63.44,9.86,16.53,25.66,0.91,9.02,27.99,109,Moderate
67.45,8.74,16.54,24.58,1.03,10.8,37.41,137,Moderate
80.95,10.29,17.86,27.37,1.04,12.48,36.12,150,Moderate
96.38,9.95,16.16,25.49,0.93,9.28,36.73,217,Poor
111.83,11.01,17.01,27.37,1.39,16,37.12,182,Moderate
68.25,10.69,16.16,26.23,1.08,11.95,32.06,160,Moderate
110.85,11.31,16.27,25.86,1.01,11.11,31.96,205,Poor
100.68,9.06,9.74,16.02,0.8,8.52,47.92,211,Poor
57.67,7.58,11.22,17,1.01,17.04,69.62,150,Moderate
122.43,6.07,13.22,18.62,0.86,18.33,56.82,212,Poor
54.14,6.1,13.9,19.05,1,14.34,36.38,158,Moderate
97.13,6.48,14.86,20.62,0.99,15.54,42.23,167,Moderate
74.64,7.23,14.64,21.03,0.9,15.84,47.31,192,Moderate
74.23,7.77,13.88,20.84,0.98,11.74,48.85,116,Moderate
92.7,8.24,14.49,21.97,0.86,14.62,30.74,186,Moderate
70.73,7.24,14.19,20.57,0.86,13.32,31.93,168,Moderate
59.25,8.56,16.18,23.85,0.84,17.38,31.65,108,Moderate
98.11,7.21,13.92,20.37,0.85,12.12,46.05,185,Moderate
89.42,9.15,14.95,23.31,0.81,11.52,39.2,181,Moderate
129.92,8,13.7,21.07,0.9,15.08,48.29,199,Moderate
65.08,7.11,12.88,19.41,0.89,9.37,44.27,183,Moderate
38.64,6.7,12.93,19.21,1.08,13.8,41.06,105,Moderate
58.12,5.55,12.57,17.7,0.97,19.57,54.55,110,Moderate
45.89,5.4,11.56,16.57,1.2,19.9,52.62,115,Moderate
49.6,5.7,11.33,16.56,0.84,17.67,40.96,97,Satisfactory
68.44,5.84,11.15,16.51,0.89,17.24,50.43,111,Moderate
66.96,5.99,11.39,17.1,1.04,19.54,56.44,140,Moderate
58.99,6.01,11.74,17.4,0.89,17.95,45.77,131,Moderate
40.6,5.22,12.43,17.11,0.97,11.27,35.54,102,Moderate
65.59,5.98,12.28,17.8,0.92,9.07,39.49,98,Satisfactory
70.94,6.12,12.25,18.36,0.87,15.54,40.99,176,Moderate
27.64,6.02,12.07,18.09,0.87,16.66,39.45,92,Satisfactory
45.17,5.66,12,17.49,1.01,15.18,36.67,99,Satisfactory
28.02,6.76,12.21,18.97,0.9,8.45,27.67,73,Satisfactory
19.33,5.23,10.38,15.61,0.83,8.05,25.33,68,Satisfactory
16.58,5.53,10.66,16.2,0.97,10.56,22.97,70,Satisfactory
18.58,5.36,10.43,15.61,0.99,16.53,33.89,71,Satisfactory
41.52,5.37,12.27,17.65,1.01,26.06,37.91,84,Satisfactory
55.3,5.41,12.14,17.54,0.97,15.23,45.84,120,Moderate
81.09,5.7,11.73,17.43,0.98,10.95,41.59,144,Moderate
42.07,5.66,11.85,17.51,0.93,20.89,45.34,147,Moderate
42.72,5.49,12.05,17.55,0.93,17.98,37.96,99,Satisfactory
31.09,5.43,11.26,16.7,0.93,9.54,36.74,84,Satisfactory
46.95,5.28,11.89,17.17,0.94,8.95,43.27,86,Satisfactory
44.37,5.38,12.34,17.72,1.01,8.29,55.63,115,Moderate
60.55,6.33,13.45,17.64,0.99,8.82,52.24,149,Moderate
52.94,5.92,12.16,18.08,1.1,9.04,41.97,138,Moderate
28.42,5.83,11.83,17.64,1.07,9.01,33.31,87,Satisfactory
21.04,5.63,10.92,16.49,0.91,12.96,18.49,77,Satisfactory
12.77,5.81,10.88,16.68,1,16.47,18.45,67,Satisfactory
37.37,5.19,10.27,15.46,1.04,26.99,31.72,77,Satisfactory
56.04,4.77,10.73,15.5,1.01,13.74,57.84,126,Moderate
106.04,4.84,12.07,16.89,0.96,10.38,79.41,200,Moderate
178.54,4.91,11.68,16.58,1.03,11.87,56.47,283,Poor
42.85,5.76,11.22,16.98,1.08,12.88,32.8,187,Moderate
45.41,5.62,11.06,16.68,0.94,6.55,26.4,87,Satisfactory
44.51,5.62,10.9,16.52,0.92,7.69,18.38,93,Satisfactory
26.55,5.61,10.6,16.21,0.98,9.65,17.49,80,Satisfactory
17.11,5.63,10.58,16.21,0.99,9.46,17.42,78,Satisfactory
16.6,7.43,11.75,19.18,0.91,20.24,20.24,66,Satisfactory
32.92,6.14,11.21,17.35,1.06,21.39,21.84,75,Satisfactory
37.45,6.23,11.82,18.06,1.09,23.61,32.82,104,Moderate
25.55,8.62,13.88,22.5,1.01,17.84,42.25,101,Moderate
37.37,8.53,12.35,20.87,0.95,10.08,33.15,89,Satisfactory
74.05,5.93,11.7,17.55,1.12,6.72,29.26,105,Moderate
199.98,6.87,12.07,18.94,1.08,9.36,18.88,279,Poor
33.9,6.01,10.65,16.65,0.89,8.94,17.23,127,Moderate
87.38,8.18,14.43,18.56,0.72,9,16.65,100,Satisfactory
114.56,5.26,11.01,15.91,0.82,12.89,15.1,102,Moderate
176.07,9.14,15.07,22.05,0.66,30.02,18.42,252,Poor
38.85,10.81,18.86,28.19,0.6,20.68,19.22,128,Moderate
43.48,7.49,13.32,20.28,0.81,6.32,19.86,76,Satisfactory
53.2,28.01,27.1,37.82,0.81,17.25,22.26,87,Satisfactory
58.19,9.84,12.09,23.09,0.81,11.03,21.23,111,Moderate
39.87,22.45,20.52,29.17,0.78,4.02,23.03,105,Moderate
38.91,10.75,14.39,20.43,0.77,5.58,21.08,85,Satisfactory
36.46,22.03,21.64,29.51,0.83,5.6,26,90,Satisfactory
27.7,43.34,44.19,56.47,0.67,7.05,18.63,83,Satisfactory
28.47,13.69,18.38,25.53,0.77,9.82,17.53,66,Satisfactory
52.63,28.37,25.52,40.42,0.75,11.08,26.92,89,Satisfactory
76.63,19.61,23.74,33.94,0.91,9.2,25.37,143,Moderate
58.09,14.37,21.05,32.56,0.77,8.2,31.6,155,Moderate
52.87,18.81,20.97,33.91,0.8,7.74,34.93,100,Satisfactory
48.11,25.6,24.86,40.11,0.71,13.08,29.95,86,Satisfactory
57.58,13.92,19,31.42,0.85,14.42,34.31,106,Moderate
37.31,31.9,32.45,43.22,0.79,8.64,24.25,86,Satisfactory
42.32,17.13,21.72,30.91,0.81,5.91,18.89,87,Satisfactory
63.83,11.41,17.29,27.52,0.71,3.9,28.14,103,Moderate
50.63,5.73,10.35,20.35,0.65,5.61,28.28,138,Moderate
41.01,6.95,12.16,20.64,0.84,10.28,27.87,102,Moderate
37.13,12.15,19.38,30.54,0.72,7.05,22.44,95,Satisfactory
34.61,18.14,22.46,38.8,0.82,6.74,10.75,83,Satisfactory
35.94,17.24,17.53,35.08,0.77,6.63,23.65,83,Satisfactory
39.29,20.5,24.94,39.59,0.87,7.07,36.49,87,Satisfactory
33.41,7.09,13.74,22.99,0.92,6.04,37.94,81,Satisfactory
38.14,8.82,16.52,27.32,0.71,6.29,40.81,81,Satisfactory
38.04,7.99,15.39,26.66,0.85,6.68,41.51,73,Satisfactory
37.22,9.58,16.77,27.97,0.77,5.95,37.59,81,Satisfactory
62.24,6.29,14.06,20.18,1.05,6.52,21.53,100,Satisfactory
68.09,6.55,12.5,19.02,0.98,6.34,19.13,130,Moderate
49.42,6.38,12.07,18.37,0.93,6.2,21.34,126,Moderate
48.12,6.33,14.01,20.33,0.93,7.04,14.11,117,Moderate
32.88,6.22,14.81,21.02,1.02,6.15,12.54,89,Satisfactory
36.23,6.05,13.53,19.51,1.05,6.42,11.4,100,Satisfactory
34.35,5.77,15.09,20.85,1.1,6.55,12.49,101,Moderate
32.33,5.7,14.5,20.17,0.95,6.51,13.51,99,Satisfactory
54.52,6.37,14.32,21.4,0.97,6.91,12.61,98,Satisfactory
37.03,10.12,17.66,29.58,0.94,6.95,13.35,112,Moderate
59.54,10.06,18.69,30.53,1.07,6.59,12.89,111,Moderate
56.02,9.88,16.66,28.5,1.08,6.87,13.58,110,Moderate
37.18,10.21,16.69,28.63,1,6.18,13.42,100,Satisfactory
36.18,10.39,15.55,27.86,1,6.42,20.27,79,Satisfactory
31.9,9.96,15.54,27.71,0.99,7.55,13.17,76,Satisfactory
24.24,7.58,13.18,23.89,1.1,7.16,15.81,76,Satisfactory
19.48,6.43,11.66,20.56,1.09,6.89,14.36,70,Satisfactory
17.27,6.34,9.96,16.1,1.01,6.69,15.7,73,Satisfactory
12.95,5.66,10.23,15.89,0.9,6.74,14.86,62,Satisfactory
25.41,11.08,9.13,14.37,0.97,6.85,13.7,66,Satisfactory
24.99,4.39,8.88,12.67,1.06,6.58,16.87,81,Satisfactory
29.32,6.18,10.31,16.03,0.98,7.53,17.5,85,Satisfactory
24.75,5.34,10.58,15.67,1.06,5.86,11.95,74,Satisfactory
29.82,7.77,10.27,17.47,0.97,6.31,9.1,74,Satisfactory
29.52,7.05,11.35,18.01,1.06,6.08,9.33,73,Satisfactory
31.55,6.06,11.27,17.15,1.07,6.68,11.18,76,Satisfactory
35.22,5.65,11.22,16.86,0.97,5.85,12.59,75,Satisfactory
25.49,5.86,11.24,17.1,1.01,6.68,13.31,69,Satisfactory
26.74,5.73,10.97,16.69,1.05,5.6,14.98,71,Satisfactory
26.4,5.94,10.88,16.81,1.13,6.99,15.45,75,Satisfactory
35.36,5.95,11.02,16.96,1.13,6.21,18.63,78,Satisfactory
29.99,5.19,11.74,16.91,1.17,6.16,18.49,80,Satisfactory
30.49,5.47,13.48,18.94,1.06,6.44,19.34,78,Satisfactory
30.39,7.84,14.41,20.99,0.99,5.91,25.11,78,Satisfactory
37.24,5.65,13.77,19.28,1.01,5.05,26.4,80,Satisfactory
38.9,4.96,12.95,17.51,1.02,5.84,26.22,79,Satisfactory
38.07,5.22,13.52,18.37,1.08,6.29,17.59,82,Satisfactory
38.63,5.84,16.66,22.2,1.11,6.78,14.78,83,Satisfactory
42.78,6.41,15.19,21.57,1.02,6.36,21.36,75,Satisfactory
35.59,7.28,16.77,24,1.14,7.45,26.79,79,Satisfactory
38.39,6.78,18.05,24.83,1.13,6.51,13.48,77,Satisfactory
65.3,56.45,52.6,61.02,1.03,7,30.18,126,Moderate
51.8,29.31,34.91,47.97,0.92,7.02,18.9,150,Moderate
66.57,22.78,30.03,41.69,1.05,7.7,19.47,135,Moderate
66.85,22.35,29.99,41.86,1.01,6.68,35.41,145,Moderate
55.19,8.96,24.05,30.37,0.85,7.1,34.3,132,Moderate
44.66,8.24,13.84,21.13,1.04,5.75,32.88,107,Moderate
41.39,7.03,13.98,21,1.24,4.42,39.97,102,Moderate
39.71,7.13,13.64,20.76,0.76,4.99,35.56,88,Satisfactory
36.38,8.03,13.84,21.86,0.83,4.23,32.61,83,Satisfactory
22.72,7.78,13.92,21.68,0.9,5.18,28.16,76,Satisfactory
23.34,7.32,14.83,22.14,1,5.34,28.86,71,Satisfactory
27.06,8.1,14.39,22.48,1.22,4.63,27.46,80,Satisfactory
45.92,7.92,13.27,20.26,1.08,5.04,34.69,79,Satisfactory
47.34,7.39,11.77,17.59,1.07,7.08,38.11,113,Moderate
47.85,7.43,12.34,18.52,0.96,6.2,45.64,124,Moderate
48.62,7.39,12.94,18.87,1.05,7.3,51.3,131,Moderate
45.57,7.4,13.06,18.69,1.17,6.69,47.23,113,Moderate
74.16,7.89,13.81,19.57,1.23,7.55,42.45,132,Moderate
54.73,7.94,13.96,20.24,1.31,7.3,38.78,137,Moderate
65.19,8.7,14.2,21.1,1.03,7.43,51.03,141,Moderate
53.41,8.19,15.62,21.75,1.1,7.66,60.96,156,Moderate
45.73,7.97,10.86,17.17,0.89,7.58,67.66,148,Moderate
57.97,8.69,10.76,16.84,0.77,6.82,74,143,Moderate
58.15,7.38,11.26,17.26,1.22,8.53,79.9,161,Moderate
60.53,7.45,11.26,17.92,1.12,6.89,65.54,143,Moderate
52.59,6.71,11.21,16.92,0.92,8.24,70.18,153,Moderate
54.06,6.63,13.32,18.59,0.94,7.89,38.04,132,Moderate
42.32,8.12,17.56,19.22,1.07,7.13,47.78,94,Satisfactory
55.84,6.02,17.07,14.38,1.06,6.74,70.67,126,Moderate
47.85,6.05,14.7,11.47,1.11,6.49,57.18,119,Moderate
54.9,15.1,26.93,21.56,1.3,5.75,42.43,100,Satisfactory
51.79,13.97,27.66,25.92,1.31,4.02,57.29,116,Moderate
51.48,8.55,23,18.18,1.05,5.79,53.52,119,Moderate
37.78,9.96,24.04,20.21,1.05,3.78,47.65,110,Moderate
41.03,12.23,34.45,33.73,1.09,4.38,48.14,91,Satisfactory
53.31,8.42,23.57,21.36,1.06,4.57,39.39,89,Satisfactory
42.09,8.41,21.94,20.24,0.98,7.97,40.82,87,Satisfactory
56.12,9.34,24.69,23.37,1,9.62,25.3,80,Satisfactory
56.8,8.86,25.31,23.7,1.18,7.35,43.82,108,Moderate
41.22,7.44,19.57,20.43,0.99,10.2,43,91,Satisfactory
36.82,9.37,21.33,24.79,1.04,10.03,35.7,88,Satisfactory
36.7,10.71,22.3,28.92,1.1,6.91,37.37,92,Satisfactory
39.32,9.28,17.93,25.54,0.93,5.9,31.92,96,Satisfactory
33.86,13.85,18.25,29.76,1.16,3.82,42.43,109,Moderate
29.8,9.46,19.87,27.18,1.08,4.42,47.02,101,Moderate
103.16,8.2,25.81,33.35,1.08,4.58,43.43,129,Moderate
45.52,8.72,18.68,27.37,0.94,4.24,29.75,179,Moderate
35.11,9.49,29.01,38.48,0.86,3.91,15.31,69,Satisfactory
45.16,8.11,15.36,23.44,0.66,3.92,23.12,78,Satisfactory
59.22,7.98,21.16,28.92,0.79,4.82,18.98,106,Moderate
47.81,7.81,22.21,29.49,0.84,5,19.25,123,Moderate
33.28,8.08,20.68,28.68,0.95,4.13,38.58,125,Moderate
52.55,8.13,19.08,27.19,0.79,4.18,31.2,73,Satisfactory
92.83,8.28,19.12,27.38,0.82,7.28,13.47,174,Moderate
49.99,8.43,17.96,26.1,0.85,3.36,11.91,84,Satisfactory
97.96,8.54,18.91,27.45,0.93,3.2,6.92,134,Moderate
37.94,7.84,23.03,30.79,0.85,3.89,14.93,85,Satisfactory
48.12,7.02,16.99,24,0.75,4.1,23.7,77,Satisfactory
51.95,7.68,17.93,25.5,0.82,4.21,23.93,88,Satisfactory
45.61,7.42,16.8,24.14,0.8,3.77,25.99,92,Satisfactory
30.64,8.02,18.33,26.31,0.99,4.34,27.07,92,Satisfactory
36.62,8.97,23.57,32.52,0.92,4.83,24.91,76,Satisfactory
50.02,7.1,18.51,25.59,0.99,5.76,29,81,Satisfactory
34.54,7.23,15.18,22.37,0.98,5.32,26.49,94,Satisfactory
47.45,6.55,13.12,19.66,0.77,4.89,30.21,80,Satisfactory
40.19,6.86,16.5,23.27,0.9,4.61,36.35,99,Satisfactory
30.16,7.75,21.57,29.26,0.98,4.48,27.46,80,Satisfactory
43.75,9.12,22.9,32.01,0.98,4.94,16.08,77,Satisfactory
48.57,7.16,22.73,29.82,0.83,4.39,29.49,85,Satisfactory
30.57,6.13,18.13,24.23,0.74,6.77,26.57,74,Satisfactory
35.63,6.48,18.26,24.65,0.94,6.38,39.38,84,Satisfactory
28.74,6.64,16.17,22.76,0.84,4.55,32.68,87,Satisfactory
27.56,9.39,19.09,28.46,0.97,7.59,25.69,70,Satisfactory
31.04,7.66,18.11,25.77,0.85,9.25,25.26,73,Satisfactory
29.77,9.85,18.57,27.52,0.82,10.6,32.18,73,Satisfactory
45.13,9.16,17.75,26.87,0.88,8.65,28.09,94,Satisfactory
23.22,8.96,18.94,27.57,0.86,6.76,22.33,85,Satisfactory
25.94,8.22,20.83,29,0.84,6.32,29.16,66,Satisfactory
32.29,6.21,16.86,22.76,0.88,5.85,55.18,83,Satisfactory
28.07,6.98,15.56,21.99,0.8,6.45,44.99,77,Satisfactory
36.63,8.77,23.47,30.69,0.9,5.63,38.45,74,Satisfactory
33.19,8.91,20.61,26.92,0.83,5.57,66.13,114,Moderate
34.12,8.25,16.49,22.86,0.83,5.89,62.67,105,Moderate
51.08,10.65,22.26,30.74,0.91,5.95,58.91,129,Moderate
51.84,14.55,30.79,39.85,0.88,6.2,62.68,130,Moderate
42.23,24.1,33.02,42.12,0.78,6.2,67.28,126,Moderate
52.82,13.07,25.52,31.66,0.71,5.45,42.93,105,Moderate
26.19,10.88,23.39,31.99,0.7,6.21,52.98,110,Moderate
21.07,5.9,16.89,22.72,0.62,8.41,40.1,65,Satisfactory
24.99,7.25,17.69,23.27,1.05,6.47,44.3,84,Satisfactory
22.61,7.91,17.47,24.91,0.65,5.14,37.47,70,Satisfactory
22.66,6.04,16.78,22.87,0.64,8.7,48.65,74,Satisfactory
16.68,5.21,13.39,18.57,0.57,5.95,56.49,76,Satisfactory
18.65,5.37,13.7,19.05,0.61,6.14,56.7,112,Moderate
21.83,6.15,14.07,20.18,0.9,7.6,53.95,80,Satisfactory
25.51,5.67,14.06,19.67,0.88,8.55,60.52,106,Moderate
19.01,5.35,16.94,22.16,0.86,11.34,41.27,105,Moderate
26.43,5.54,17.24,22.72,0.89,10.24,37.5,110,Moderate
13.03,13.91,15.33,22.26,0.57,8.6,31.21,82,Satisfactory
13.2,7.36,12.65,19.71,0.55,5.96,37.43,69,Satisfactory
22.64,5.77,18.01,23.76,0.94,7.14,31.17,58,Satisfactory
27.06,5.55,19.07,24.49,1.04,9.73,22.56,68,Satisfactory
29.21,9.5,18.82,27.29,1,14.46,24.79,77,Satisfactory
31.43,8.15,16.93,24.7,0.71,7.08,26.59,82,Satisfactory
25.89,7.35,14.8,22.11,0.64,4.37,18.42,52,Satisfactory
17.58,7.96,13.98,18.63,0.58,6.04,31.27,48,Good
22.35,6.8,13.79,20.1,0.61,5.02,21.93,47,Good
17.46,5.63,17.31,22.87,0.62,6.22,35.29,57,Satisfactory
18.64,6.12,19.81,25.87,0.59,5.48,38.69,48,Good
20.57,6.72,15.76,22.45,0.62,5.43,51.83,104,Moderate
25.15,7.9,15.8,22.67,0.67,5.5,34.57,51,Satisfactory
22.87,7.53,14.85,22.38,0.73,6.61,59.16,101,Moderate
27.11,6.19,14.73,20.93,0.75,6.39,39.33,121,Moderate
26.91,7.56,14.12,21.68,0.78,5.87,40.6,122,Moderate
30.64,4.93,15.41,20.31,1.05,5.99,55.87,108,Moderate
29.69,8.46,17.05,24.62,1,6.07,49.45,100,Satisfactory
35.06,9.12,18.79,26.79,0.93,6.84,50.73,146,Moderate
22.29,10.23,18.59,27.05,0.82,7.16,42.75,70,Satisfactory
25.84,7.44,22.76,30.02,0.81,6.69,41.25,75,Satisfactory
26.37,6.35,13.94,14.76,0.78,6.17,44.92,105,Moderate
22.62,5.66,11.39,16.78,1.05,4.73,20.04,76,Satisfactory
37.51,5.03,13.31,18.24,0.85,6.02,36.98,76,Satisfactory
37.85,3.93,12.45,16.37,0.75,6.38,68.76,111,Moderate
39.26,4.34,12.23,16.55,0.86,6.34,61.37,150,Moderate
23.59,4.03,11.72,15.73,0.83,6.39,55.72,103,Moderate
27.36,3.76,11.32,15.07,0.71,6.64,59.95,78,Satisfactory
23.45,4.37,11.69,12.18,0.46,6.07,56.94,81,Satisfactory
20.82,4.21,10.29,14.34,0.64,6.12,58.37,89,Satisfactory
28.74,4.05,10.53,14.56,0.88,6.69,53.64,100,Satisfactory
22.59,4.24,11.14,15.35,0.92,6.3,54.32,96,Satisfactory
26.98,4.53,12,16.53,0.99,6.94,57.81,105,Moderate
23.18,5.48,12.44,17.86,1.15,7.09,49.51,95,Satisfactory
38.04,5.32,11.43,16.7,1.15,6.7,57.05,120,Moderate
33.44,7.34,13.74,13.94,0.83,5.97,53.35,106,Moderate
43.67,12.1,16.38,24.14,1.12,6.58,59.37,126,Moderate
61.94,5.94,12.87,16.28,0.76,6.28,58.54,135,Moderate
35.03,4.45,11.77,13.95,0.9,6.61,45.56,114,Moderate
16.9,5.34,10.73,14.27,0.86,6.19,28.38,93,Satisfactory
14.27,4.7,10.79,13.38,0.93,6.36,48.1,99,Satisfactory
17.76,4.84,10.05,12.39,0.89,7.13,44.14,103,Moderate
20.99,6.51,10.69,10.41,0.68,6.76,37.83,105,Moderate
25.87,6.15,9.1,11.47,0.88,6.47,39.05,116,Moderate
23.02,6.55,11.32,14.08,0.78,6.03,41.73,106,Moderate
41.82,5.71,13.2,15.67,0.84,5.99,64.23,109,Moderate
32.4,4.54,14.87,18.43,0.8,6.54,67.72,122,Moderate
31.1,5.67,13.87,16.99,0.83,6.78,57.6,110,Moderate
23.49,5.71,12.89,18.07,0.81,5.46,57.91,72,Satisfactory
47.4,4.85,15.4,13.45,0.63,5.71,58.15,78,Satisfactory
19.32,5.4,13.42,14.99,0.77,5.38,55.94,145,Moderate
58.64,16.41,24.13,30.18,0.75,5.58,63.42,108,Moderate
36.56,13.22,19.29,24.68,0.81,6.55,63.92,141,Moderate
24.5,8.28,21.5,22.13,0.87,5.6,52.84,114,Moderate
21.13,8.86,20.03,20.52,0.8,5.86,46.63,92,Satisfactory
21.2,10.48,12.98,17.44,0.76,5.86,47.37,87,Satisfactory
16.34,7.62,13.05,12.75,0.56,6.25,48.3,92,Satisfactory
14.93,6.92,12.82,16.24,0.67,6.08,52.17,89,Satisfactory
21.14,8.67,10.65,14.66,0.61,5.94,48.79,86,Satisfactory
20.33,10.05,14.28,18.72,0.68,5.98,42.02,75,Satisfactory
17.58,8.48,13.95,18,0.68,6.39,31.95,64,Satisfactory
30.95,10.97,14.72,19.65,0.81,6.92,29.34,61,Satisfactory
32,9.54,13.39,17.33,0.77,5.46,30.63,80,Satisfactory
31.76,9.22,16.52,15.93,0.6,5.72,29.19,75,Satisfactory
35.03,9.87,15.91,20.76,0.87,5.7,32.64,73,Satisfactory
26.55,8.77,14.07,19.12,0.85,6.7,27.49,71,Satisfactory
28.47,10.28,15.97,22.34,0.85,5.56,28.67,69,Satisfactory
40,10.76,13.91,21.85,0.9,5.86,36.29,81,Satisfactory
35.34,10.86,22.06,30.74,0.92,8.83,33.34,67,Satisfactory
46.48,15.09,29.32,42.27,0.95,8.14,32.03,86,Satisfactory
95.49,15.05,17.79,22.53,0.73,9.38,30.06,121,Moderate
153.73,16.89,18.36,34.75,1.34,13.94,32.75,306,Very Poor
54.13,11.23,26.17,36.78,1.42,12.81,27.69,208,Poor
31.22,24.12,33.68,56.01,0.8,8.58,33.76,83,Satisfactory
34.65,12.43,28.92,40.96,0.78,7.21,28.51,84,Satisfactory
87.99,16.69,27.43,42.24,0.99,6.61,30.92,141,Moderate
40.78,33.32,22.47,48.82,1.04,7.58,29.3,133,Moderate
34.45,14.04,15.48,22.08,0.71,6.82,30.83,76,Satisfactory
70.95,10.82,16.78,27.23,0.87,6.92,36.51,91,Satisfactory
115.35,8.53,19.41,26.57,0.98,8.77,44.21,222,Poor
98.83,9.5,19.12,27.57,1.08,8.17,46.2,261,Poor
105.94,8.85,18.98,26.64,1.09,7.9,45.94,229,Poor
121.43,10.6,18.15,27.37,1.04,7.08,47.64,273,Poor
142.9,9.56,17.94,26.41,0.96,7.75,55.69,294,Poor
96.8,10.06,13.83,22.12,0.86,5.4,53.69,253,Poor
93.13,11.81,13.01,24.79,0.98,5.46,53.81,230,Poor
61.45,10.51,14.86,23.68,0.82,8.85,43.01,192,Moderate
31.32,9.95,15.61,25.55,0.54,8.42,31.9,77,Satisfactory
37.23,8.54,13.89,20.04,0.52,7.38,41.66,76,Satisfactory
19.18,7.31,11.17,13.12,0.47,6.06,43.38,92,Satisfactory
21.99,9.57,15.3,18.49,0.52,7.39,38.96,84,Satisfactory
44.91,9.8,14.58,20.74,0.54,5.87,38.12,57,Satisfactory
56.9,5.21,14.19,16.07,0.53,6.7,51.76,122,Moderate
26.91,6.88,11.86,15.25,0.46,4.97,29.15,90,Satisfactory
28.52,9.62,11.17,20.75,0.55,4.67,28.85,63,Satisfactory
20.95,6.89,10,16.8,0.46,5.58,22.78,47,Good
33.55,6.71,10.78,17.41,0.47,8.18,27.28,56,Satisfactory
31.16,5.94,10.19,16.06,0.46,7.89,27.26,60,Satisfactory
46.05,5.71,15.6,21.16,0.47,8.55,23.1,64,Satisfactory
